dataset,language,model,method,shot,prompt_index,failure_type,count,rate
codereval,java,codellama-13b,naive,3-shot,0,EXECUTION_FAILURE,50,0.21739130434782608
codereval,java,codellama-13b,naive,3-shot,0,PASS,76,0.33043478260869563
codereval,java,codellama-13b,naive,3-shot,0,SYNTAX_COMPILE,99,0.43043478260869567
codereval,java,codellama-13b,naive,3-shot,0,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,naive,3-shot,1,EXECUTION_FAILURE,58,0.25217391304347825
codereval,java,codellama-13b,naive,3-shot,1,PASS,73,0.3173913043478261
codereval,java,codellama-13b,naive,3-shot,1,SYNTAX_COMPILE,94,0.40869565217391307
codereval,java,codellama-13b,naive,3-shot,1,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,naive,3-shot,2,EXECUTION_FAILURE,48,0.20869565217391303
codereval,java,codellama-13b,naive,3-shot,2,PASS,74,0.3217391304347826
codereval,java,codellama-13b,naive,3-shot,2,SYNTAX_COMPILE,103,0.44782608695652176
codereval,java,codellama-13b,naive,3-shot,2,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,naive,3-shot,3,EXECUTION_FAILURE,48,0.20869565217391303
codereval,java,codellama-13b,naive,3-shot,3,PASS,74,0.3217391304347826
codereval,java,codellama-13b,naive,3-shot,3,SYNTAX_COMPILE,103,0.44782608695652176
codereval,java,codellama-13b,naive,3-shot,3,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,naive,3-shot,4,EXECUTION_FAILURE,43,0.18695652173913044
codereval,java,codellama-13b,naive,3-shot,4,PASS,74,0.3217391304347826
codereval,java,codellama-13b,naive,3-shot,4,SYNTAX_COMPILE,108,0.46956521739130436
codereval,java,codellama-13b,naive,3-shot,4,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,retrieval,3-shot,0,EXECUTION_FAILURE,44,0.19130434782608696
codereval,java,codellama-13b,retrieval,3-shot,0,PASS,79,0.34347826086956523
codereval,java,codellama-13b,retrieval,3-shot,0,SYNTAX_COMPILE,103,0.44782608695652176
codereval,java,codellama-13b,retrieval,3-shot,0,UNKNOWN_FAILURE,4,0.017391304347826087
codereval,java,codellama-13b,retrieval,3-shot,1,EXECUTION_FAILURE,44,0.19130434782608696
codereval,java,codellama-13b,retrieval,3-shot,1,PASS,74,0.3217391304347826
codereval,java,codellama-13b,retrieval,3-shot,1,SYNTAX_COMPILE,108,0.46956521739130436
codereval,java,codellama-13b,retrieval,3-shot,1,UNKNOWN_FAILURE,4,0.017391304347826087
codereval,java,codellama-13b,retrieval,3-shot,2,EXECUTION_FAILURE,42,0.1826086956521739
codereval,java,codellama-13b,retrieval,3-shot,2,PASS,72,0.3130434782608696
codereval,java,codellama-13b,retrieval,3-shot,2,SYNTAX_COMPILE,112,0.48695652173913045
codereval,java,codellama-13b,retrieval,3-shot,2,UNKNOWN_FAILURE,4,0.017391304347826087
codereval,java,codellama-13b,retrieval,3-shot,3,EXECUTION_FAILURE,44,0.19130434782608696
codereval,java,codellama-13b,retrieval,3-shot,3,PASS,74,0.3217391304347826
codereval,java,codellama-13b,retrieval,3-shot,3,SYNTAX_COMPILE,108,0.46956521739130436
codereval,java,codellama-13b,retrieval,3-shot,3,UNKNOWN_FAILURE,4,0.017391304347826087
codereval,java,codellama-13b,retrieval,3-shot,4,EXECUTION_FAILURE,40,0.17391304347826086
codereval,java,codellama-13b,retrieval,3-shot,4,PASS,73,0.3173913043478261
codereval,java,codellama-13b,retrieval,3-shot,4,SYNTAX_COMPILE,113,0.49130434782608695
codereval,java,codellama-13b,retrieval,3-shot,4,UNKNOWN_FAILURE,4,0.017391304347826087
codereval,java,codellama-13b,zero,0-shot,0,EXECUTION_FAILURE,45,0.1956521739130435
codereval,java,codellama-13b,zero,0-shot,0,PASS,75,0.32608695652173914
codereval,java,codellama-13b,zero,0-shot,0,SYNTAX_COMPILE,105,0.45652173913043476
codereval,java,codellama-13b,zero,0-shot,0,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,zero,0-shot,1,EXECUTION_FAILURE,55,0.2391304347826087
codereval,java,codellama-13b,zero,0-shot,1,PASS,73,0.3173913043478261
codereval,java,codellama-13b,zero,0-shot,1,SYNTAX_COMPILE,97,0.4217391304347826
codereval,java,codellama-13b,zero,0-shot,1,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,zero,0-shot,2,EXECUTION_FAILURE,54,0.23478260869565218
codereval,java,codellama-13b,zero,0-shot,2,PASS,70,0.30434782608695654
codereval,java,codellama-13b,zero,0-shot,2,SYNTAX_COMPILE,101,0.4391304347826087
codereval,java,codellama-13b,zero,0-shot,2,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,zero,0-shot,3,EXECUTION_FAILURE,48,0.20869565217391303
codereval,java,codellama-13b,zero,0-shot,3,PASS,73,0.3173913043478261
codereval,java,codellama-13b,zero,0-shot,3,SYNTAX_COMPILE,104,0.45217391304347826
codereval,java,codellama-13b,zero,0-shot,3,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-13b,zero,0-shot,4,EXECUTION_FAILURE,42,0.1826086956521739
codereval,java,codellama-13b,zero,0-shot,4,PASS,74,0.3217391304347826
codereval,java,codellama-13b,zero,0-shot,4,SYNTAX_COMPILE,109,0.47391304347826085
codereval,java,codellama-13b,zero,0-shot,4,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,codellama-34b,naive,3-shot,0,EXECUTION_FAILURE,53,0.23043478260869565
codereval,java,codellama-34b,naive,3-shot,0,PASS,74,0.3217391304347826
codereval,java,codellama-34b,naive,3-shot,0,SYNTAX_COMPILE,99,0.43043478260869567
